MOHCD Development ID,Development Name,Planning Approval Address,Marketing Address,Development Zip Code,Latitude and Longitude (Latitude),Latitude and Longitude (Longitude),Supervisor District,City Analysis Neighborhood,Planning Neighborhood,OCII Project Area,Lead Agency,Tenure,Development Type,Housing Program,Estimated/Actual Construction Start Date,# Income-Restricted Residential Units,# SRO Units,# Studios Units,# 1 Bedroom Units,# 2 Bedroom Units,# 3 Bedroom Units,# 4 Bedroom Units,# 5+ Bedroom Units,# Senior Units,# TAY Units,# Homeless Units,# LOSP Units,# VASH Units,# Market Rate Units,# Manager Units,Location
1994-006a,Goodman II - Ownership,300 Arkansas St,1695 18th St,94107,37.7622332,-122.3990739,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD/SFRA,Ownership,New Construction,BMR-Other,,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3990739 37.7622332)
2000-020,Habitat Site FF-2,1378 Oakdale Ave,1378-1380 Oakdale Ave,94124,37.732326,-122.3860719,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3860719 37.732326)
2010-009,Habitat Terrace,1 Capital Ave,149 Habitat Ter,94112,37.7109066,-122.4611331,11,Oceanview/Merced/Ingleside,Ocean View,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,12/18/2013,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,POINT (-122.4611331 37.7109066)
1992-002,Haight Street Lofts,645 Haight St,645 Haight St,94117,37.7714504,-122.4327894,5,Haight Ashbury,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4327894 37.7714504)
1995-002,Harbor Lofts (AKA 400 Spear),101 Harrison St,101 Harrison St,94105,37.78787,-122.3904359,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3904359 37.78787)
1995-005,Hayes Street Gardens,342-350 Hayes St,342 Hayes St,94102,37.7772472,-122.4221849,5,Hayes Valley,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4221849 37.7772472)
1993-018,Hillside Village,51 Bowman Ct,17 Bowman Ct,94124,37.7377823,-122.3822452,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,39,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.3822452 37.7377823)
2008-041,Hollis Court (Affordable Condo Program) (WA-A2),35-45 Hollis St,35-45 Hollis St,94115,37.7831649,-122.4303165,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,Rehabilitation,Limited Equity Program,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4303165 37.7831649)
1989-014,Innes Avenue Expandable View Homes,1400-1473 Innes Ave,1400-1473 Innes Ave,94124,37.7375875,-122.3851553,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3851553 37.7375875)
2003-032,Keith Street Homes (Habitat),623-667 Keith St,623-667 Keith St,94124,37.7370918,-122.3827653,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3827653 37.7370918)
2014-023,Knox,645 Texas St,1300 22nd St,94107,37.7578379,-122.3944714,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,06/19/2015,11,0,0,5,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.3944714 37.7578379)
2015-057,La Maison SoMa,241 10th St,241 10th St,94103,37.7736928,-122.4134317,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,06/23/2016,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4134317 37.7736928)
2003-011,Landmark Union Sq.,333 Grant Ave,333 Grant Ave,94108,37.7901568,-122.4057559,3,Financial District/South Beach,Financial District,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4057559 37.7901568)
1998-005,Las Casitas,88 Hoff St,88 Hoff St,94110,37.7639197,-122.4207016,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4207016 37.7639197)
1996-018,Las Villas,26 Las Vilas Ct,1-27 Las Villas Ct,94124,37.7331194,-122.3856641,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3856641 37.7331194)
2010-018,Linea,1960-1998 Market St,1960-1998 Market St,94114,37.7701701,-122.4260755,8,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Off-site BMR Project,New Construction,Inclusionary Housing Program,10/24/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4260755 37.7701701)
2017-015,Lofton,495 Cambridge St,495 Cambridge St,94134,37.7254077,-122.4178134,9,Portola,Excelsior,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,04/03/2019,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,POINT (-122.4178134 37.7254077)
2012-024,M@1875,1875 Mission St,1875 Mission St,94103,37.7671306,-122.4194657,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4194657 37.7671306)
2017-029,Maison Au Pont,2444 Lombard St,2448 Lombard St,94123,37.7993803,-122.4419375,2,Marina,Marina,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,10/03/2018,6,0,1,3,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4419375 37.7993803)
2008-040,Marcus Garvey Co-Ops/1680 Eddy Street (Agency Share Loan Program (WA-A2)),1624 Eddy St,1749-1797 Ellis St,94115,37.7817709,-122.4349002,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,Rehabilitation,Limited Equity Program,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4349002 37.7817709)
1982-014,Marina Green,3825 Scott St,3825 Scott St,94123,37.8050218,-122.4424044,2,Marina,Marina,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4424044 37.8050218)
1981-014,Mariners Village,9000 Palou Ave,621-635 La Salle Ave,94124,37.72739,-122.3732,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3732 37.72739)
2011-030,Marlow,1800 Van Ness Ave,1788 Clay St,94109,37.7924083,-122.4222732,3,Russian Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,10/18/2012,15,0,0,9,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.4222732 37.7924083)
1996-019,McAllister Mews,988 Fulton St,1235 McAllister St,94115,37.7782718,-122.432637,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,New Construction,Limited Equity Program,,41,0,0,12,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.432637 37.7782718)
2004-009,Millwheel North,1275-1301 Indiana St,1260 Minnesota St,94107,37.7543522,-122.3901786,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,09/04/2007,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,POINT (-122.3901786 37.7543522)
2004-008,Millwheel South,1301 Indiana St,1275-1301 Indiana St,94107,37.7542527,-122.3905749,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,POINT (-122.3905749 37.7542527)
2001-006,Mission Terrace Condominiums,1800 San Jose Ave,18 Colonial Way,94112,37.7286942,-122.440585,11,Outer Mission,Outer Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,POINT (-122.440585 37.7286942)
2004-002,Mission Valencia,3184 Mission St,3184 Mission St,94110,37.7461337,-122.419754,9,Bernal Heights,Bernal Heights,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.419754 37.7461337)
2007-022,Mission Walk,330 Berry St,330-335 Berry St,94158,37.7735244,-122.3965489,6,Mission Bay,South of Market,Mission Bay,SFRA,Ownership,New Construction,Limited Equity Program,,131,0,0,25,80,25,0,0,0,0,0,0,0,0,0,POINT (-122.3965489 37.7735244)
1990-020,Model Block Program - Newcomb (HP),1725 & 1762 Newcomb Ave,1725 & 1762 Newcomb Ave,94124,37.7371366,-122.3926724,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,Rehabilitation,Limited Equity Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3926724 37.7371366)
1988-012,Morgan Heights Condominium Development,100 Jerrold Ave,126-140 Jerrold Ave,94124,37.7286265,-122.3712379,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3712379 37.7286265)
2005-030,Mosaica 601,2949 18th St,601 Alabama St,94110,37.7614401,-122.4118764,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,11/30/2006,21,0,0,0,5,16,0,0,0,0,0,0,0,0,0,POINT (-122.4118764 37.7614401)
2018-028,NOVO,1145 Polk St,1201 Sutter St,94109,37.7876407,-122.4202681,3,Nob Hill,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,02/27/2019,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4202681 37.7876407)
1992-001,Ocean View Village,2251 Alemany Blvd,85 Chancery St,94112,37.7169299,-122.4418595,11,Outer Mission,Outer Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,POINT (-122.4418595 37.7169299)
2002-004,OceanView Terrace,3995 Alemany Blvd,8100 Oceanview Ter,94132,37.7104704,-122.4667311,7,Oceanview/Merced/Ingleside,Ocean View,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,POINT (-122.4667311 37.7104704)
2003-013,Odeon,150 Powell St,150 Powell St,94102,37.7862,-122.4077029,3,Financial District/South Beach,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4077029 37.7862)
2010-014,Onyx,1717 17th St,415 De Haro St,94107,37.7645888,-122.4013138,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4013138 37.7645888)
1996-002,Pacific Homes,1901 Van Ness Ave,1701 Jackson St,94109,37.7936915,-122.4234902,2,Pacific Heights,Pacific Heights,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4234902 37.7936915)
1992-005,Portola Place,2601 Newhall St,1956 Armstrong Ave,94124,37.7291881,-122.3970714,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,POINT (-122.3970714 37.7291881)
1991-003,Potrero Square,701 Minnesota St,701 Minnesota St,94107,37.7615332,-122.3899573,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.3899573 37.7615332)
2014-014,Rockwell,1634-1690 Pine St,1688 Pine St,94109,37.7895497,-122.4233697,2,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,11/05/2014,31,0,0,18,13,0,0,0,0,0,0,0,0,0,0,POINT (-122.4233697 37.7895497)
2014-021,Rowan,346 Potrero Ave,338 Potrero Ave,94103,37.7651398,-122.4077664,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,04/24/2015,11,0,0,6,5,0,0,0,0,0,0,0,0,0,0,POINT (-122.4077664 37.7651398)
1982-017,Russian Hill View Apts,22 Terra Vista Ave,22 Terra Vista Ave,94115,37.781798,-122.4418581,2,Lone Mountain/USF,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,62,0,9,37,14,2,0,0,0,0,0,0,0,0,0,POINT (-122.4418581 37.781798)
2015-029,Shipley House,236-238 Shipley St,236 Shipley St,94107,37.7792313,-122.4038531,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,08/18/2015,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4038531 37.7792313)
2004-016,Shipley Square,821 Folsom St,821 Folsom St,94107,37.7814547,-122.4014635,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,8,0,0,3,4,1,0,0,0,0,0,0,0,0,0,POINT (-122.4014635 37.7814547)
2001-003,Sierra Heights,639 Missouri St,25 Sierra St,94107,37.7582134,-122.3955026,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,7,0,0,1,3,3,0,0,0,0,0,0,0,0,0,POINT (-122.3955026 37.7582134)
2003-025,SOMA Grand,1160 Mission St,1160 Mission St,94103,37.7786972,-122.4126145,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,29,0,0,17,11,1,0,0,0,0,0,0,0,0,0,POINT (-122.4126145 37.7786972)
1996-003,St Paul's Commons,St. Pauls conversion,317-323 29th St,94131,37.7433769,-122.4273479,8,Noe Valley,Noe Valley,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4273479 37.7433769)
2015-046,Stage 1075,1075 Market St,1075 Market St,94103,37.7807996,-122.4118342,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,11/03/2016,11,0,4,5,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4118342 37.7807996)
2005-010,Summit 800,800 Brotherhood Way,800 Brotherhood Way,94132,37.7137804,-122.4743424,7,Lakeshore,Lakeshore,Not in an OCII Project Area,MOHCD,Off-site BMR Project,New Construction,Inclusionary Housing Program,04/07/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4743424 37.7137804)
2004-036,Sutter Heights,1521 Sutter St,1521 Sutter St,94109,37.78673,-122.42592,5,Japantown,Western Addition,Western Addition-Area 2,SFRA,Ownership,New Construction,Limited Equity Program,,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.42592 37.78673)
2015-018,Sutter North,1238 Sutter St,1238 Sutter St,94109,37.7880028,-122.4208442,3,Nob Hill,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,11/30/2016,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4208442 37.7880028)
2002-010,Symphony Towers,724-730 Van Ness Ave,650 Turk St,94102,37.7822183,-122.4200478,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,19,0,9,9,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4200478 37.7822183)
2013-006,The Alexandria,5400 Geary Blvd,369 18th Ave,94121,37.7808413,-122.4774107,1,Outer Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,03/17/2016,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.4774107 37.7808413)
2005-026,The Artani,810 Van Ness Ave,818 Van Ness Ave,94109,37.7832327,-122.4206171,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4206171 37.7832327)
2014-027,The Austin,1527-1545 Pine St,1527-45 Pine St,94109,37.7892848,-122.4209547,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,02/29/2016,12,0,1,7,4,0,0,0,0,0,0,0,0,0,0,POINT (-122.4209547 37.7892848)
1998-024,The Beacon,250 King St,250-260 King St,94107,37.7781222,-122.3932903,6,Mission Bay,South of Market,Mission Bay,SFRA,Ownership,New Construction,Limited Equity Program,,27,0,3,12,10,1,0,0,0,0,0,0,0,0,0,POINT (-122.3932903 37.7781222)
1992-004,The Bouganvillea,5810 Mission St,5810 Mission St,94112,37.7095133,-122.4515186,11,Outer Mission,Outer Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4515186 37.7095133)
2019-019,The Bristol,201 Macalla Rd,1 Bristol Ct,94130,37.7749295,-122.4194155,6,Treasure Island,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,11/21/2019,14,0,2,6,5,1,0,0,0,0,0,0,0,0,0,POINT (-122.4194155 37.7749295)
2008-028,The Century,2200 Market St,2200 Market St,94114,37.7657731,-122.4316196,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,09/28/2012,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4316196 37.7657731)
2004-003,The Garfield Building,938-942 Market St,942 Market St,94102,37.7836702,-122.4087914,3,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,13,0,0,5,5,3,0,0,0,0,0,0,0,0,0,POINT (-122.4087914 37.7836702)
2011-025,The Hayes,53 Page St,55 Page St,94102,37.7737829,-122.4218176,6,Hayes Valley,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,17,0,4,8,5,0,0,0,0,0,0,0,0,0,0,POINT (-122.4218176 37.7737829)
2008-016,The Heights,2829 California St,2829 California St,94115,37.7876287,-122.4409291,2,Pacific Heights,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4409291 37.7876287)
2003-010,The Lansing,40-50 Lansing St,50 Lansing St,94105,37.786127,-122.3942141,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,10,0,0,3,7,0,0,0,0,0,0,0,0,0,0,POINT (-122.3942141 37.786127)
1981-013,The Marina Chateau,2701 Van Ness Ave,2701 Van Ness Ave,94109,37.8005198,-122.4249146,2,Marina,Marina,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4249146 37.8005198)
2000-007,The Metropolitan,301 1st St,333-355 1st St,94105,37.787194,-122.393932,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,34,0,5,15,14,0,0,0,0,0,0,0,0,0,0,POINT (-122.393932 37.787194)
2001-001,The Midtown,1452 Bush St,1452 Bush St,94109,37.7889088,-122.4212867,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4212867 37.7889088)
2005-025,The Mint Collection,410 Jessie St,410 Jessie St,94103,37.7831837,-122.4076941,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4076941 37.7831837)
2003-018,The Potrero,450 Rhode Island St,451 Kansas St,94107,37.7637484,-122.4027468,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,20,0,2,12,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.4027468 37.7637484)
1999-001,The Providence,1701 19th Ave,1665-1739 19th Ave,94122,37.756582,-122.476928,4,Sunset/Parkside,Outer Sunset,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,9,0,0,0,5,4,0,0,0,0,0,0,0,0,0,POINT (-122.476928 37.756582)
2017-016,The Quinn,349 8th St,345 8th St,94103,37.7745464,-122.4093273,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,12/27/2018,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4093273 37.7745464)
2002-002,The Redstone,1450 Greenwich St,1450 Greenwich St,94109,37.800756,-122.423558,3,Russian Hill,Russian Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.423558 37.800756)
2004-019,The Royal,201 Sansome St,201 Sansome St,94104,37.7922314,-122.4012282,3,Financial District/South Beach,Financial District,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4012282 37.7922314)
2008-009,The San Francisco Shipyard (Blk 50) - Olympia,547 Donahue St,101 Donahue St,94124,37.7150773,-122.3825371,10,Bayview Hunters Point,Bayview,HP Shipyard Phase 1,OCII,Ownership,New Construction,Limited Equity Program,05/10/2010,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.3825371 37.7150773)
2008-010,The San Francisco Shipyard (Blk 51) - Merchant,451 Donahue St,451 Donahue St,94124,37.7288191,-122.3697461,10,Bayview Hunters Point,Bayview,HP Shipyard Phase 1,OCII,Ownership,New Construction,Limited Equity Program,07/07/2011,6,0,1,2,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.3697461 37.7288191)
2008-011a1,The San Francisco Shipyard (Blk 53) - Alma Building 1,555 Innes Ave,263 Friedell St,94124,37.7281286,-122.3699467,10,Bayview Hunters Point,Bayview,HP Shipyard Phase 1,OCII,Ownership,New Construction,Limited Equity Program,11/15/2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,POINT (-122.3699467 37.7281286)
2008-011a2,The San Francisco Shipyard (Blk 53) - Alma Building 2,555 Innes Ave,236 Coleman St,94124,37.7276805,-122.3687887,10,Bayview Hunters Point,Bayview,HP Shipyard Phase 1,OCII,Ownership,New Construction,Limited Equity Program,11/15/2013,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.3687887 37.7276805)
