MOHCD Development ID,Development Name,Planning Approval Address,Marketing Address,Development Zip Code,Latitude and Longitude (Latitude),Latitude and Longitude (Longitude),Supervisor District,City Analysis Neighborhood,Planning Neighborhood,OCII Project Area,Lead Agency,Tenure,Development Type,Housing Program,Estimated/Actual Construction Start Date,# Income-Restricted Residential Units,# SRO Units,# Studios Units,# 1 Bedroom Units,# 2 Bedroom Units,# 3 Bedroom Units,# 4 Bedroom Units,# 5+ Bedroom Units,# Senior Units,# TAY Units,# Homeless Units,# LOSP Units,# VASH Units,# Market Rate Units,# Manager Units,Location
1992-010,2782 24th,2782 24th St,2782 24th St,94110,37.7530599,-122.407902,9,Mission,Mission,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,POINT (-122.407902 37.7530599)
2011-001,280 Beale,280 Beale St,280 Beale St,94104,37.7887964,-122.3931988,6,Financial District/South Beach,Financial District,Transbay,OCII,Rental,New Construction,Multifamily Rental Program,02/20/2014,70,0,0,56,14,0,0,0,0,0,0,0,0,0,1,POINT (-122.3931988 37.7887964)
2014-004,280 Brighton,280 Brighton Ave,280 Brighton Ave,94112,37.7233359,-122.4548871,11,Oceanview/Merced/Ingleside,Ocean View,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,10/27/2014,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4548871 37.7233359)
1998-004,280 Fell Street Apartments,300 Gough St,280 Fell St,94102,37.776138,-122.4224748,5,Hayes Valley,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4224748 37.776138)
2018-038,289 9th Ave/800 Clement,289 9th Ave,289 9th Ave,94118,37.7831411,-122.4678873,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,08/01/2021,16,14,0,0,2,0,0,0,0,0,0,0,0,0,1,POINT (-122.4678873 37.7831411)
2015-033a,290 Malosi (Sunnydale Block 6),242 Hahn St,242 Hahn St,94134,37.7111688,-122.4166076,10,Visitacion Valley,Visitacion Valley,Not in an OCII Project Area,MOHCD,Rental,New Construction,HOPE SF,12/05/2019,41,0,0,3,35,3,0,0,0,0,0,0,0,0,0,POINT (-122.4166076 37.7111688)
1982-004,2945 16th,2945 16th St,2945 16th St,94110,37.7650113,-122.4185254,9,Mission,Mission,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4185254 37.7650113)
2012-031,2960 Polk,2960 Polk St,2960 Polk St,94109,37.8042456,-122.423253,2,Russian Hill,Russian Hill,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Condo Conversion Program,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.423253 37.8042456)
1990-006,3019 23rd,3019 23rd St,3019 23rd St,94110,37.753983,-122.412516,9,Mission,Mission,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,6,0,2,0,3,1,0,0,0,0,0,0,0,0,0,POINT (-122.412516 37.753983)
2017-053,305 San Carlos,305 San Carlos St,305 San Carlos St,94110,37.7584082,-122.4196763,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,12/01/2017,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4196763 37.7584082)
2011-041,3065 Clay,3065 Clay St,3065 Clay St,94115,37.78932,-122.4434195,2,Pacific Heights,Pacific Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4434195 37.78932)
2015-006,308 Turk,308 Turk St,308 Turk St,94102,37.7830393,-122.4144729,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,11/23/2015,20,0,20,0,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4144729 37.7830393)
2012-030,3119 Jackson,3119 Jackson St,3119 Jackson St,94115,37.79086,-122.4465,2,Presidio Heights,Pacific Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4465 37.79086)
2019-011,3154-3158 Mission (El Rio),3158 Mission St,3158 Mission St,94110,37.7468046,-122.4194395,9,Bernal Heights,Bernal Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,04/01/2020,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,POINT (-122.4194395 37.7468046)
2016-056,3182-3198 24th Street,3182-3198 24th St,3182 24th St,94110,37.7525184,-122.4158867,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,06/01/2018,8,0,4,2,0,2,0,0,0,0,0,0,0,0,0,POINT (-122.4158867 37.7525184)
2020-005,3225 24th St,3225 24th St,3225 24th St,94110,37.7521238,-122.4168843,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,11/22/2021,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4168843 37.7521238)
2020-002,3254-3264 23rd St,3254-3264 23rd St,3254-3264 23rd St,94110,37.7539985,-122.4176618,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,06/15/2020,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4176618 37.7539985)
2018-042,3280 17th Street,3280 17th St,3280 17th St,94110,37.7635569,-122.4191761,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,06/11/2018,11,0,6,5,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4191761 37.7635569)
2012-016,33 Tehama,41 Tehama St,33 Tehama St,94105,37.78726,-122.39632,6,Financial District/South Beach,Financial District,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,11/13/2015,60,0,0,46,15,0,0,0,0,0,0,0,0,1,0,POINT (-122.39632 37.78726)
2016-075,3329-3333 20th Street,3329-3331 20th St,3329-3333 20th St,94110,37.75864,-122.41539,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,11/02/2017,10,0,4,6,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.41539 37.75864)
2017-022,3353 26th Street,3353 26th St,3353 26th St,94110,37.7489006,-122.417194,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,06/11/2018,10,0,3,6,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.417194 37.7489006)
1980-003,3434 18th St,3434 18th St,3434 18th St,94110,37.761987,-122.420269,9,Mission,Mission,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,12/06/2021,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.420269 37.761987)
2010-028,3436 Clay,3436 Clay St,3436 Clay St,94118,37.7890183,-122.4495711,2,Presidio Heights,Presidio Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4495711 37.7890183)
2016-004,344-348 Precita,344-348 Precita Ave,344-348 Precita Ave,94110,37.7466688,-122.4127712,9,Bernal Heights,Bernal Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,01/01/2020,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4127712 37.7466688)
1997-006,3445 Geary,3445 Geary Blvd,3445 Geary Blvd,94118,37.7811921,-122.4559387,2,Lone Mountain/USF,Inner Richmond,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.4559387 37.7811921)
2016-113,345 6th,345 6th St,345 6th St,94103,37.7782419,-122.4046496,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,12/07/2017,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4046496 37.7782419)
2013-025,345 Arguello,345 Arguello Blvd,345 Arguello Blvd,94118,37.7842159,-122.4595064,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/01/2015,69,0,59,9,1,0,0,0,0,0,0,0,0,0,1,POINT (-122.4595064 37.7842159)
1999-009,348 Hyde,336 Hyde St,348 Hyde St,94109,37.7841284,-122.4158193,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4158193 37.7841284)
2017-006,35 Fair,29-35 Fair Ave,29-35 Fair Ave,94110,37.7454895,-122.4192547,9,Bernal Heights,Bernal Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,01/02/2019,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4192547 37.7454895)
2013-042,350 Ellis,350 Ellis St,350 Ellis St,94102,37.7851909,-122.4121045,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/07/2016,96,0,72,24,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4121045 37.7851909)
2019-012,3544 Taraval,3544 Taraval St,3544 Taraval St,94116,37.742037,-122.504318,4,Sunset/Parkside,Parkside,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,11/01/2019,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.504318 37.742037)
2015-045,363 6th Street,363 6th St,363 6th St,94103,37.7779985,-122.4044726,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,03/16/2018,12,0,3,2,7,0,0,0,0,0,0,0,0,0,0,POINT (-122.4044726 37.7779985)
2023-001,3661 19th St,3661 19th St,3661 19th St,94110,37.75975,-122.42492,8,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,POINT (-122.42492 37.75975)
2019-031,369 3rd Ave,369 3rd Ave,369 3rd Ave,94118,37.7816816,-122.4614524,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,02/01/2020,12,0,0,4,8,0,0,0,0,0,0,0,0,0,0,POINT (-122.4614524 37.7816816)
2022-007,375 14th St,375 14th St,375 14th St,94103,37.7679557,-122.4216406,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4216406 37.7679557)
1990-007,375 Eddy,375 Eddy St,375 Eddy St,94102,37.7835937,-122.4136986,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,35,0,27,8,0,0,0,0,0,0,0,0,0,0,2,POINT (-122.4136986 37.7835937)
2011-033,38 Harriet,38 Harriet St,38 Harriet St,94103,37.778617,-122.4071099,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,01/31/2012,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4071099 37.778617)
2015-014,380 San Jose,380 San Jose Ave,380 San Jose Ave,94110,37.7491889,-122.421707,8,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,08/24/2016,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.421707 37.7491889)
2017-001,3800 Mission,3800 Mission St,"3800, 3802, 3804 Mission St",94110,37.7358492,-122.4247266,8,Bernal Heights,Bernal Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,03/19/2018,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4247266 37.7358492)
2011-038,3822 19th St,3822 19th St,3822 19th St,94114,37.7599059,-122.428809,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Condo Conversion Program,,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,POINT (-122.428809 37.7599059)
2016-066,3840 Folsom,3840 Folsom St,3840 Folsom St,94110,37.7384346,-122.4135326,9,Bernal Heights,Bernal Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,06/09/2017,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4135326 37.7384346)
2013-047,3850 18th,3850 18th St,3850 18th St,94114,37.7615506,-122.4296763,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/03/2016,107,0,88,19,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4296763 37.7615506)
1997-005a,388 Beale,370 Beale St,388 Beale St,94105,37.787703,-122.391971,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,23,0,0,11,11,1,0,0,0,0,0,0,0,0,0,POINT (-122.391971 37.787703)
1997-005b,388 Beale ADU,370 Beale St,388 Beale St,94105,37.787703,-122.391971,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,09/03/2021,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.391971 37.787703)
2017-002,4042 Fulton,4042-4048 Fulton St,4042-4082 Fulton St,94118,37.773153,-122.475399,1,Outer Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,09/18/2017,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.475399 37.773153)
2023-003,40-42 Sycamore,40-42 Sycamore St,40 Sycamore St,94110,37.76284,-122.42036,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,,5,0,1,2,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.42036 37.76284)
1999-024,421 Turk,421 Turk St,421 Turk St,94102,37.7822718,-122.4162427,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,28,0,0,9,4,15,0,0,0,0,0,0,0,0,0,POINT (-122.4162427 37.7822718)
2013-019,430 Turk,430 Turk St,430 Turk St,94102,37.7826109,-122.4165159,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/01/2015,89,0,69,19,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4165159 37.7826109)
2003-020,436 Clementina,436 Clementina St,436 Clementina St,94103,37.780136,-122.404954,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.404954 37.780136)
1984-003,450 Ellis St,450 Ellis St,450 Ellis St,94102,37.7850318,-122.4137428,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,29,0,5,24,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4137428 37.7850318)
2014-003,450 Folsom,245 1st St,250 Fremont St,94105,37.7880426,-122.3942266,6,Financial District/South Beach,Financial District,Transbay,OCII,Rental,New Construction,Multifamily Rental Program,05/12/2016,128,0,20,72,36,0,0,0,0,0,0,0,0,0,1,POINT (-122.3942266 37.7880426)
2012-020,455 Fell,455 Fell St,455 Fell St,94102,37.775551,-122.4251993,5,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,05/18/2017,108,0,1,57,42,8,0,0,0,0,33,33,0,0,0,POINT (-122.4251993 37.775551)
2013-027,462 Duboce,462 Duboce Ave,462 Duboce Ave,94117,37.7699665,-122.4307765,8,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/01/2015,42,0,34,8,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4307765 37.7699665)
2016-030,462 Green Street,462 Green St,462 Green St,94133,37.7999849,-122.4068685,3,North Beach,North Beach,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,09/24/2019,7,0,1,0,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.4068685 37.7999849)
1994-011,479 Natoma,479 Natoma St,479 Natoma St,94103,37.7804075,-122.4071719,6,South of Market,South of Market,Not in an OCII Project Area,SFRA,Rental,New Construction,Multifamily Rental Program,,30,0,0,0,15,14,1,0,0,0,0,0,0,0,1,POINT (-122.4071719 37.7804075)
2013-015,480 Potrero,480 Potrero Ave,480 Potrero Ave,94110,37.7635258,-122.4075474,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,06/05/2014,11,0,1,5,3,2,0,0,0,0,0,0,0,0,0,POINT (-122.4075474 37.7635258)
2020-012,480 Warren ADUs,480 Warren Dr,480 Warren Dr,94131,37.7585654,-122.4625541,7,Inner Sunset,Inner Sunset,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,10/26/2020,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4625541 37.7585654)
2018-045,4830 Mission,4830 Mission St,4830 Mission St,94112,37.7208907,-122.438098,11,Outer Mission,Outer Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,02/28/2019,21,0,0,6,15,0,0,0,0,0,0,0,0,0,0,POINT (-122.438098 37.7208907)
2015-017,490 South Van Ness,490 South Van Ness Ave,490 South Van Ness Ave,94103,37.7655027,-122.4178135,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,09/21/2018,60,0,2,33,22,3,0,0,0,0,0,0,0,0,0,POINT (-122.4178135 37.7655027)
2013-024,491 31st,491 31st Ave,491 31st Ave,94121,37.7801476,-122.4913358,1,Outer Richmond,Outer Richmond,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/01/2015,75,0,66,8,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4913358 37.7801476)
2012-010,500 Folsom,500 Folsom St,500 Folsom St,94105,37.78723,-122.3951,6,Financial District/South Beach,Financial District,Transbay,OCII,Rental,New Construction,Multifamily Rental Program,04/26/2017,109,0,34,61,16,0,0,0,0,0,0,0,0,2,2,POINT (-122.3951 37.78723)
2001-005,501 33rd Avenue,6901 Geary Blvd,501 33rd Ave,94121,37.7794,-122.49343,1,Outer Richmond,Outer Richmond,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.49343 37.7794)
1991-006,518 Minna,518 Minna St,518 Minna St,94103,37.7803671,-122.4086079,6,South of Market,South of Market,Not in an OCII Project Area,SFRA,Rental,New Construction,Multifamily Rental Program,,24,0,0,0,12,12,0,0,0,0,0,0,0,0,1,POINT (-122.4086079 37.7803671)
2019-003,520 Shrader,520 Shrader St,520 Shrader St,94117,37.7699552,-122.4517339,5,Haight Ashbury,Haight Ashbury,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,07/01/2019,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,POINT (-122.4517339 37.7699552)
1989-009,525 O'Farrell Street,525 O'Farrell Street,525 O'Farrell Street,94102,37.78559,-122.41349,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.41349 37.78559)
2023-020,528 Natoma,528 Natoma,528 Natoma St,94103,37.77973,-122.40852,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,POINT (-122.40852 37.77973)
2013-061,534 - 536 Natoma,534-536 Natoma St,534-536 Natoma St,94103,37.7796296,-122.4086432,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,09/11/2018,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4086432 37.7796296)
2005-024,55 Trumbull,4 Craut St,55 Trumbull St,94112,37.731022,-122.4286831,11,Excelsior,Excelsior,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4286831 37.731022)
1991-007,555 Ellis Street Family Apartments,555 Ellis St,555 Ellis St,94109,37.7842787,-122.4154919,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,SFRA,Rental,New Construction,Multifamily Rental Program,,37,0,9,0,9,19,0,0,0,0,0,0,0,0,0,POINT (-122.4154919 37.7842787)
2016-070,555 Larkin Street,500 Turk St,555 Larkin St,94102,37.7832305,-122.4178455,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,02/12/2020,80,0,23,17,31,9,0,0,0,0,0,0,0,0,0,POINT (-122.4178455 37.7832305)
2020-026,566 Natoma,566 Natoma St,566 Natoma St,94103,37.7791227,-122.4093621,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,12/06/2021,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4093621 37.7791227)
2015-051,568-570 Natoma,568-570 Natoma St,568-570 Natoma St,94103,37.7790456,-122.4093622,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,11/15/2017,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4093622 37.7790456)
2008-029,570 Jessie,570 Jessie St,570 Jessie St,94103,37.7808663,-122.4104021,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,07/21/2015,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4104021 37.7808663)
1990-010,575 Eddy,575 Eddy St,575 Eddy St,94102,37.7832802,-122.4169642,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,47,0,36,11,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4169642 37.7832802)
2017-050,60 28th Street,60 28th St,60 28th St,94110,37.745703,-122.4234767,8,Noe Valley,Bernal Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,07/09/2018,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4234767 37.745703)
2014-074,"626 Mission Bay Blvd, N (Commercial)",626 Mission Bay Blvd,626 Mission Bay Blvd,94158,37.7709851,-122.39166,6,Mission Bay,South of Market,Not in an OCII Project Area,OCII,Rental,New Construction,Multifamily Rental Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.39166 37.7709851)
2014-002,626 Mission Bay Family Housing,626 Mission Bay Blvd North,626 Mission Bay Blvd North,94158,37.77111,-122.3917,6,Mission Bay,South of Market,Mission Bay,OCII,Rental,New Construction,Multifamily Rental Program,09/21/2016,143,0,0,53,47,43,0,0,0,0,29,17,0,0,1,POINT (-122.3917 37.77111)
2023-005,629 Post,629 Post St,629 Post St,94102,37.7881,-122.40995,3,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Big Sites Program,,62,62,0,0,0,0,0,0,0,0,57,0,16,0,0,POINT (-122.40995 37.7881)
2017-004,63 Lapidge Street,63-67 Lapidge St,63-67A Lapidge St,94110,37.760665,-122.422109,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,02/01/2018,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.422109 37.760665)
